# FlySight Sensor Fusion Export
# Generated: 2026-01-07T07:17:17.678Z
# Algorithm: madgwick
# Source file: SENSOR.CSV
# Frames: 13084
#
# COORDINATE SYSTEMS:
#   Earth Frame (NWU): X=North, Y=West, Z=Up (right-handed)
#   Body Frame: Sensor-fixed frame, orientation depends on mounting
#
# COLUMN DESCRIPTIONS:
#   timestamp: Time since data start
#   r00-r22: Rotation matrix (body-to-earth transform, row-major)
#            To rotate vector v from body to earth: v_earth = R * v_body
#   roll/pitch/yaw: Euler angles (earth frame)
#   accel_body_*: Raw accelerometer reading (body frame)
#   accel_earth_*: Raw accelerometer rotated to earth frame
#   earth_accel_*: Acceleration in earth frame with gravity removed
#   gravity_body_*: Estimated gravity vector in body frame
#   linear_accel_*: Linear acceleration in body frame (gravity removed)
#   gyro_*: Angular velocity (body frame)
#   q*: Orientation quaternion (body-to-earth, scalar-first: w,x,y,z)
#
timestamp,r00,r01,r02,r10,r11,r12,r20,r21,r22,roll,pitch,yaw,accel_body_x,accel_body_y,accel_body_z,accel_earth_x,accel_earth_y,accel_earth_z,earth_accel_x,earth_accel_y,earth_accel_z,gravity_body_x,gravity_body_y,gravity_body_z,linear_accel_x,linear_accel_y,linear_accel_z,gyro_x,gyro_y,gyro_z,qw,qx,qy,qz
s,-,-,-,-,-,-,-,-,-,deg,deg,deg,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,deg/s,deg/s,deg/s,-,-,-,-
152650.465000,0.258039,0.441366,-0.859425,-0.214572,0.893515,0.394449,0.942006,0.082625,0.325267,14.2529,-70.3911,-39.7451,0.074700,0.247550,0.761230,-0.525684,0.505427,0.338425,0.000386,-0.016347,-0.210051,0.082625,0.325267,0.942006,-0.031791,-0.075102,-0.194262,10.6810,-17.7000,-44.1890,0.786896,-0.099068,-0.572322,-0.208394
152650.540000,0.235245,0.569832,-0.787370,-0.220233,0.820285,0.527854,0.946656,0.049229,0.318464,8.7874,-71.2012,-43.1122,-0.117670,0.214350,0.911130,-0.622934,0.682686,0.189321,-0.046515,-0.202154,-0.087732,0.049229,0.318464,0.946656,-0.196649,-0.098023,-0.049473,7.5680,-69.8240,-104.1250,0.770389,-0.155319,-0.562711,-0.256385
152650.615000,0.074132,0.596225,-0.799387,-0.314660,0.774629,0.548579,0.946305,0.210868,0.245033,40.7143,-71.1389,-76.7432,0.187980,0.090820,0.918450,-0.666113,0.515044,0.422088,0.088182,-0.112882,-0.087931,0.210868,0.245033,0.946305,-0.053407,-0.153962,-0.041153,-23.5590,-105.9570,-18.1270,0.723497,-0.116694,-0.603213,-0.314751
152650.690000,-0.079512,0.571993,-0.816396,-0.494386,0.688539,0.530563,0.865598,0.445800,0.228038,62.9091,-59.9511,-99.1366,0.708490,0.268550,0.758300,-0.521798,0.236965,0.905909,0.125198,0.242483,0.010028,0.445800,0.228038,0.865598,0.243041,0.028728,-0.121154,-21.9110,-111.1450,-1.9530,0.677692,-0.031269,-0.620486,-0.393386
152650.765000,-0.145902,0.550241,-0.822160,-0.602663,0.609616,0.514943,0.784544,0.570616,0.242666,66.9614,-51.6786,-103.6092,0.893060,0.386230,0.718260,-0.508304,0.067101,1.095332,0.076504,0.301330,0.142737,0.570616,0.242666,0.784544,0.307239,0.126907,-0.080779,-14.8920,-34.3620,-3.6620,0.653142,0.021310,-0.614990,-0.441291
152650.840000,-0.104304,0.587877,-0.802198,-0.508529,0.661658,0.551005,0.854704,0.465413,0.229939,63.7081,-58.7270,-101.5911,0.512690,0.302240,0.798820,-0.516607,0.379416,0.762545,-0.028991,0.088287,-0.033010,0.465413,0.229939,0.854704,0.026010,0.064313,-0.070086,-21.7890,63.1100,3.7840,0.668448,-0.032012,-0.619682,-0.410057
152650.915000,-0.101844,0.593127,-0.798641,-0.354469,0.728485,0.586227,0.929505,0.342798,0.136053,68.3523,-68.3577,-106.0302,0.173330,-0.166990,0.985350,-0.903640,0.394549,0.237928,0.113001,-0.342538,-0.071019,0.342798,0.136053,0.929505,-0.206855,-0.300714,0.043898,-33.8740,69.0300,-3.1730,0.663832,-0.091676,-0.650822,-0.356866
152650.990000,-0.125514,0.598023,-0.791590,-0.316273,0.732149,0.603265,0.940329,0.326077,0.097243,73.3942,-70.1068,-111.6458,0.322260,-0.019040,0.989740,-0.835303,0.481214,0.393068,0.066843,-0.110617,0.010447,0.326077,0.097243,0.940329,-0.037608,-0.118628,0.036420,-6.1640,2.9900,-15.2580,0.652664,-0.106176,-0.663404,-0.350217
152651.065000,-0.178238,0.599451,-0.780314,-0.426006,0.667830,0.610346,0.886990,0.441205,0.136337,72.8283,-62.4974,-112.7041,0.641110,0.160150,0.916990,-0.733808,0.393517,0.764336,0.090724,0.117080,0.092592,0.441205,0.136337,0.886990,0.173426,0.013289,0.016081,3.5400,-27.3430,-30.6390,0.637560,-0.066323,-0.653783,-0.402102
